ZIP,LAT,LON
22810,38.827,-78.797
22811,38.812,-78.992
22812,38.378,-79.027
22815,38.713,-78.841
22820,38.705,-79.019
22821,38.481,-79.129
22824,38.836,-78.632
22827,38.411,-78.596
22830,38.667,-78.975
22831,38.577,-79.076
22832,38.455,-78.760
22834,38.559,-78.860
22835,38.670,-78.454
22840,38.425,-78.723
22841,38.342,-78.892
22842,38.778,-78.700
22843,38.387,-79.143
22844,38.656,-78.662
22845,38.786,-78.816
22846,38.394,-78.794
22847,38.731,-78.717
22849,38.525,-78.630
22850,38.560,-78.924
22851,38.563,-78.513
22853,38.652,-78.759
22901,38.088,-78.553
22902,37.910,-78.522
22903,38.007,-78.595
22904,38.032,-78.524
22911,38.097,-78.410
22920,37.969,-78.806
22922,37.694,-78.922
22923,38.189,-78.317
22931,37.899,-78.727
22932,38.148,-78.696
22935,38.254,-78.563
22936,38.160,-78.499
22937,37.797,-78.619
22938,37.866,-78.795
22939,38.106,-78.974
22940,38.160,-78.556
22942,38.101,-78.202
22943,38.040,-78.778
22946,37.859,-78.571
22947,38.044,-78.325
22948,38.363,-78.129
22949,37.789,-78.883
22952,37.964,-78.963
22958,37.893,-78.894
22959,37.937,-78.657
22960,38.219,-78.073
22963,37.848,-78.305
22964,37.712,-78.976
22967,37.797,-79.014
22968,38.241,-78.401
22969,37.797,-78.693
22971,37.745,-78.793
22972,38.216,-78.230
22973,38.336,-78.479
22974,37.973,-78.284
22976,37.813,-79.057
22980,38.100,-78.881
22989,38.289,-78.131
23002,37.351,-77.968
23004,37.688,-78.399
23005,37.760,-77.482
23009,37.821,-77.181
23011,37.477,-76.812
23015,37.930,-77.626
23021,37.390,-76.374
23022,37.731,-78.263
23023,37.769,-76.964
23024,37.928,-77.779
23025,37.415,-76.362
23027,37.646,-78.130
23030,37.346,-77.055
23032,37.656,-76.669
23035,37.489,-76.391
23038,37.753,-78.149
23039,37.657,-77.812
23040,37.501,-78.252
23043,37.562,-76.350
23045,37.425,-76.269
23047,37.843,-77.474
23050,37.498,-76.426
23055,37.768,-78.217
23056,37.356,-76.363
23059,37.702,-77.574
23060,37.656,-77.538
23061,37.428,-76.538
23062,37.263,-76.507
23063,37.713,-78.006
23064,37.497,-76.299
23065,37.806,-77.932
23066,37.496,-76.287
23068,37.501,-76.335
23069,37.772,-77.322
23070,37.552,-76.389
23071,37.545,-76.449
23072,37.290,-76.448
23075,37.558,-77.313
23076,37.478,-76.300
23079,37.717,-76.675
23083,37.308,-78.117
23084,37.885,-78.115
23085,37.715,-76.832
23086,37.669,-77.054
23089,37.456,-76.904
23091,37.651,-76.799
23092,37.607,-76.515
23093,38.004,-78.040
23102,37.708,-77.829
23103,37.648,-77.724
23106,37.716,-77.202
23108,37.645,-76.735
23109,37.433,-76.333
23110,37.583,-76.771
23111,37.614,-77.243
23112,37.433,-77.663
23113,37.539,-77.680
23114,37.482,-77.660
23115,37.811,-76.915
23116,37.676,-77.337
23117,37.982,-77.874
23119,37.448,-76.277
23120,37.422,-77.781
23123,37.652,-78.301
23124,37.551,-77.044
23125,37.327,-76.281
23126,37.923,-77.144
23128,37.436,-76.433
23129,37.682,-77.770
23130,37.387,-76.259
23138,37.343,-76.304
23139,37.546,-77.937
23140,37.435,-77.038
23141,37.529,-77.156
23146,37.731,-77.705
23148,37.846,-77.055
23149,37.576,-76.609
23150,37.501,-77.253
23153,37.771,-77.947
23156,37.521,-76.707
23160,37.628,-77.846
23161,37.716,-76.935
23163,37.358,-76.310
23168,37.396,-76.825
23169,37.603,-76.457
23173,37.578,-77.537
23175,37.655,-76.624
23176,37.573,-76.415
23177,37.755,-77.014
23180,37.702,-76.615
23181,37.597,-76.889
23185,37.228,-76.719
23187,37.269,-76.721
23188,37.343,-76.764
23192,37.820,-77.681
23219,37.540,-77.436
23220,37.549,-77.461
23221,37.553,-77.494
23222,37.583,-77.419
23223,37.558,-77.379
23224,37.498,-77.467
23225,37.519,-77.513
23226,37.580,-77.523
23227,37.611,-77.438
23228,37.627,-77.493
23229,37.587,-77.574
23230,37.587,-77.489
23231,37.442,-77.315
23233,37.646,-77.624
23234,37.451,-77.471
23235,37.515,-77.565
23236,37.476,-77.585
23237,37.401,-77.449
23238,37.596,-77.648
23250,37.505,-77.321
23294,37.631,-77.543
23301,37.681,-75.633
23302,37.866,-75.521
23303,37.911,-75.505
23304,36.996,-76.572
23306,37.561,-75.872
23307,37.432,-75.871
23308,37.839,-75.660
23310,37.259,-75.964
23313,37.200,-75.946
23314,36.959,-76.524
23315,36.737,-76.841
23316,37.303,-75.993
23320,36.752,-76.218
23321,36.800,-76.421
23322,36.619,-76.227
23323,36.697,-76.380
23324,36.800,-76.273
23325,36.815,-76.238
23336,37.955,-75.335
23337,37.930,-75.486
23347,37.339,-75.978
23350,37.513,-75.863
23354,37.463,-75.912
23356,37.991,-75.382
23357,37.756,-75.676
23358,37.653,-75.868
23359,37.885,-75.588
23389,37.661,-75.835
23395,37.976,-75.461
23398,37.516,-75.944
23401,37.627,-75.779
23405,37.412,-75.927
23407,37.841,-75.579
23408,37.453,-75.843
23409,37.888,-75.663
23410,37.638,-75.737
23413,37.473,-75.858
23414,37.807,-75.580
23415,37.970,-75.535
23416,37.934,-75.563
23417,37.759,-75.784
23418,37.667,-75.687
23420,37.599,-75.817
23421,37.765,-75.612
23422,37.635,-75.823
23423,37.525,-75.714
23426,37.924,-75.690
23427,37.939,-75.721
23430,37.001,-76.656
23432,36.876,-76.554
23433,36.918,-76.463
23434,36.703,-76.592
23435,36.838,-76.480
23436,36.894,-76.507
23437,36.627,-76.803
23438,36.581,-76.697
23440,37.829,-75.984
23441,37.710,-75.700
23442,37.905,-75.575
23451,36.865,-76.006
23452,36.846,-76.093
23453,36.784,-76.072
23454,36.818,-76.031
23455,36.893,-76.147
23456,36.737,-76.035
23457,36.613,-76.024
23459,36.925,-76.019
23460,36.808,-76.028
23461,36.775,-75.963
23462,36.837,-76.151
23464,36.797,-76.188
23480,37.619,-75.691
23486,37.513,-75.814
23487,36.847,-76.725
23488,37.948,-75.598
23502,36.861,-76.205
23503,36.949,-76.266
23504,36.857,-76.266
23505,36.914,-76.289
23507,36.865,-76.303
23508,36.885,-76.310
23509,36.882,-76.264
23510,36.852,-76.292
23511,36.912,-76.326
23513,36.890,-76.239
23517,36.870,-76.293
23518,36.916,-76.215
23523,36.832,-76.272
23551,36.924,-76.289
23601,37.038,-76.480
23602,37.113,-76.518
23603,37.191,-76.565
23604,37.105,-76.575
23605,37.018,-76.436
23606,37.064,-76.522
23607,36.972,-76.424
23608,37.148,-76.543
23651,37.008,-76.304
23661,37.009,-76.386
23662,37.133,-76.353
23663,37.031,-76.315
23664,37.078,-76.290
23665,37.084,-76.365
23666,37.058,-76.407
23669,37.050,-76.343
23690,37.222,-76.517
23691,37.255,-76.549
23692,37.192,-76.464
23693,37.123,-76.447
23696,37.189,-76.421
23701,36.813,-76.371
23702,36.799,-76.329
23703,36.893,-76.373
23704,36.824,-76.310
23707,36.842,-76.340
23708,36.850,-76.305
23709,36.813,-76.305
23801,37.236,-77.335
23803,37.209,-77.497
23805,37.139,-77.403
23806,37.239,-77.418
23821,36.883,-77.913
23824,37.086,-77.972
23827,36.612,-77.197
23828,36.581,-77.267
23829,36.733,-77.217
23830,37.017,-77.395
23831,37.346,-77.451
23832,37.388,-77.592
23833,37.209,-77.669
23834,37.291,-77.404
23836,37.345,-77.347
23837,36.750,-77.084
23838,37.319,-77.633
23839,37.080,-76.921
23840,37.065,-77.666
23841,37.048,-77.544
23842,37.132,-77.222
23843,36.845,-77.822
23844,36.680,-77.327
23845,36.579,-77.978
23846,37.067,-76.834
23847,36.670,-77.550
23850,37.220,-77.765
23851,36.656,-76.951
23856,36.784,-77.702
23857,36.585,-77.884
23860,37.275,-77.227
23866,36.924,-76.862
23867,36.817,-77.482
23868,36.722,-77.817
23872,36.989,-77.720
23874,36.609,-77.086
23875,37.221,-77.270
23876,36.956,-77.834
23878,36.825,-77.025
23879,36.592,-77.597
23881,37.181,-76.978
23882,36.926,-77.422
23883,37.136,-76.736
23884,36.917,-77.279
23885,37.190,-77.573
23887,36.573,-77.817
23888,36.950,-76.975
23889,36.903,-77.747
23890,37.009,-77.118
23891,37.051,-77.212
23893,36.644,-77.921
23894,37.122,-77.821
23897,36.829,-77.284
23898,36.838,-76.862
23899,37.234,-76.974
23901,37.321,-78.421
23909,37.301,-78.397
23915,36.693,-78.287
23917,36.626,-78.345
23919,36.593,-78.131
23920,36.725,-77.975
23921,37.586,-78.624
23922,37.186,-78.216
23923,37.087,-78.650
23924,36.807,-78.422
23927,36.587,-78.565
23930,37.171,-78.100
23934,37.177,-78.627
23936,37.533,-78.479
23937,36.945,-78.513
23938,36.905,-77.992
23942,37.134,-78.289
23943,37.245,-78.454
23944,36.916,-78.139
23947,37.031,-78.445
23950,36.659,-78.076
23952,36.929,-78.299
23954,37.106,-78.380
23958,37.265,-78.660
23959,37.105,-78.795
23960,37.321,-78.552
23962,37.005,-78.739
23963,37.201,-78.799
23964,36.772,-78.627
23966,37.300,-78.259
23967,36.913,-78.637
23968,36.725,-78.529
23970,36.751,-78.191
23974,36.970,-78.255
23976,36.844,-78.585
24011,37.271,-79.941
24012,37.310,-79.903
24013,37.267,-79.923
24014,37.223,-79.915
24015,37.257,-79.981
24016,37.273,-79.955
24017,37.298,-79.991
24018,37.213,-80.042
24019,37.347,-79.954
24020,37.358,-79.944
24053,36.607,-80.534
24054,36.669,-79.705
24055,36.756,-79.998
24058,37.177,-80.622
24059,37.164,-80.130
24060,37.255,-80.423
24064,37.376,-79.770
24065,37.117,-79.997
24066,37.537,-79.681
24067,37.032,-80.060
24069,36.577,-79.643
24070,37.356,-80.226
24072,37.042,-80.242
24073,37.132,-80.425
24076,36.605,-80.421
24077,37.366,-79.904
24078,36.721,-79.900
24079,37.057,-80.161
24082,36.620,-80.117
24083,37.405,-79.920
24084,37.128,-80.846
24085,37.679,-79.822
24086,37.276,-80.632
24087,37.214,-80.257
24088,36.888,-80.078
24089,36.709,-79.972
24090,37.522,-79.887
24091,36.920,-80.331
24092,37.012,-79.758
24093,37.385,-80.869
24095,37.223,-79.737
24101,37.174,-79.796
24102,36.844,-80.002
24104,37.134,-79.489
24105,36.912,-80.604
24112,36.721,-79.847
24120,36.692,-80.414
24121,37.169,-79.647
24122,37.426,-79.692
24124,37.316,-80.858
24127,37.474,-80.231
24128,37.340,-80.483
24130,37.610,-80.002
24131,37.571,-80.233
24132,37.204,-80.659
24133,36.670,-80.134
24134,37.248,-80.778
24136,37.332,-80.602
24137,36.928,-79.658
24138,37.043,-80.306
24139,37.013,-79.481
24141,37.096,-80.569
24142,37.138,-80.551
24147,37.401,-80.824
24148,36.580,-79.878
24149,37.019,-80.434
24150,37.381,-80.626
24151,36.954,-79.865
24153,37.303,-80.114
24161,36.978,-79.529
24162,37.129,-80.250
24165,36.585,-80.052
24167,37.255,-80.725
24168,36.735,-79.946
24171,36.697,-80.221
24174,37.352,-79.673
24175,37.428,-79.940
24176,37.006,-79.692
24179,37.286,-79.810
24184,37.089,-79.779
24185,36.812,-80.269
24201,36.611,-82.170
24202,36.656,-82.212
24210,36.769,-82.028
24211,36.654,-81.955
24216,36.948,-82.799
24217,37.085,-82.179
24219,36.849,-82.758
24220,37.137,-82.240
24221,36.625,-82.999
24224,36.861,-82.272
24225,36.992,-82.142
24226,37.137,-82.323
24228,37.167,-82.456
24230,36.957,-82.454
24236,36.652,-81.748
24237,37.036,-82.262
24239,37.118,-82.149
24243,36.773,-82.926
24244,36.724,-82.782
24245,36.838,-82.513
24246,36.867,-82.746
24248,36.625,-83.515
24250,36.757,-82.597
24251,36.657,-82.599
24256,37.216,-82.287
24258,36.645,-82.422
24260,37.031,-82.015
24263,36.668,-83.147
24265,36.833,-82.946
24266,36.859,-82.121
24269,37.073,-82.381
24270,36.730,-82.251
24271,36.749,-82.417
24272,37.014,-82.315
24273,36.965,-82.661
24277,36.745,-83.038
24279,37.078,-82.627
24280,36.956,-81.923
24281,36.637,-83.340
24282,36.819,-83.054
24283,36.940,-82.333
24290,36.613,-82.568
24292,36.618,-81.578
24293,37.004,-82.551
24301,37.068,-80.811
24311,36.874,-81.422
24312,36.833,-80.887
24313,36.910,-80.820
24314,37.157,-81.210
24315,37.135,-81.059
24316,36.956,-81.669
24317,36.601,-80.671
24318,36.996,-81.387
24319,36.745,-81.655
24322,36.799,-81.114
24323,36.866,-81.186
24324,36.974,-80.776
24325,36.795,-80.602
24326,36.730,-81.202
24328,36.645,-80.701
24330,36.726,-81.021
24333,36.640,-80.935
24340,36.753,-81.768
24343,36.770,-80.691
24347,36.961,-80.652
24348,36.652,-81.215
24350,36.813,-80.994
24351,36.579,-80.765
24352,36.709,-80.531
24354,36.829,-81.540
24360,36.933,-80.898
24361,36.767,-81.845
24363,36.617,-81.405
24366,37.259,-81.119
24368,36.888,-81.302
24370,36.911,-81.690
24374,36.784,-81.220
24375,36.769,-81.387
24377,37.000,-81.575
24378,36.687,-81.443
24380,36.860,-80.509
24381,36.730,-80.841
24382,36.960,-81.101
24401,38.134,-79.086
24411,38.105,-79.311
24412,38.054,-79.818
24413,38.542,-79.600
24415,37.925,-79.317
24416,37.722,-79.361
24421,38.245,-79.245
24422,37.830,-79.759
24426,37.764,-80.085
24430,38.087,-79.356
24431,38.170,-78.843
24432,38.148,-79.443
24433,38.424,-79.424
24435,37.873,-79.302
24437,38.221,-78.935
24439,37.994,-79.489
24440,37.999,-79.165
24441,38.226,-78.825
24442,38.373,-79.385
24445,37.942,-79.892
24448,37.797,-79.789
24450,37.779,-79.527
24457,37.764,-79.943
24458,38.316,-79.527
24459,38.021,-79.292
24460,38.020,-79.656
24464,37.875,-79.094
24465,38.385,-79.648
24467,38.255,-78.971
24471,38.313,-78.784
24472,37.941,-79.209
24473,37.935,-79.415
24474,37.806,-79.846
24476,37.974,-79.227
24477,38.005,-79.042
24479,38.164,-79.239
24482,38.206,-78.997
24483,37.812,-79.231
24484,38.155,-79.785
24485,38.268,-79.333
24486,38.297,-78.925
24487,38.184,-79.598
24501,37.360,-79.141
24502,37.360,-79.222
24503,37.454,-79.250
24504,37.365,-79.048
24517,37.148,-79.237
24520,36.587,-79.030
24521,37.633,-79.101
24522,37.377,-78.779
24523,37.345,-79.524
24526,37.543,-79.416
24527,36.737,-79.342
24528,37.080,-78.876
24529,36.627,-78.647
24530,36.807,-79.620
24531,36.843,-79.454
24534,36.867,-78.771
24536,37.496,-79.327
24538,37.345,-78.962
24539,36.853,-78.915
24540,36.635,-79.427
24541,36.589,-79.515
24549,36.707,-79.504
24550,37.240,-79.245
24551,37.356,-79.325
24553,37.546,-78.810
24554,37.120,-79.072
24555,37.670,-79.484
24556,37.376,-79.399
24557,36.970,-79.306
24558,36.774,-78.954
24562,37.695,-78.638
24563,37.063,-79.279
24565,36.853,-79.190
24566,36.732,-79.253
24569,37.043,-79.126
24570,37.346,-79.424
24571,37.133,-79.373
24572,37.465,-79.095
24574,37.576,-79.253
24577,36.944,-78.983
24578,37.660,-79.562
24579,37.586,-79.503
24580,36.579,-78.673
24581,37.655,-78.806
24586,36.607,-79.277
24588,37.262,-79.096
24589,36.761,-78.758
24590,37.796,-78.490
24592,36.676,-78.966
24593,37.323,-78.903
24594,36.647,-79.179
24595,37.560,-79.083
24597,36.782,-79.111
24598,36.605,-78.788
24599,37.624,-78.724
24601,37.194,-81.649
24602,37.183,-81.659
24603,37.355,-82.190
24604,37.212,-81.538
24605,37.254,-81.371
24606,37.286,-81.399
24607,37.294,-82.263
24609,37.010,-81.808
24612,37.093,-81.838
24613,37.265,-81.337
24614,37.299,-82.071
24620,37.431,-82.012
24622,37.215,-81.790
24628,37.282,-82.223
24630,37.178,-81.466
24631,37.217,-81.991
24634,37.268,-81.903
24635,37.313,-81.363
24637,37.061,-81.714
24639,37.160,-81.888
24641,37.112,-81.802
24646,37.143,-82.025
24649,37.063,-81.899
24651,37.076,-81.503
24656,37.175,-82.125
24657,37.227,-81.857
24701,37.306,-81.205
24712,37.463,-81.015
24714,37.484,-81.190
24715,37.340,-81.325
24716,37.480,-81.372
24719,37.487,-81.327
24724,37.331,-81.300
24726,37.515,-81.352
24729,37.450,-81.260
24731,37.398,-81.151
24733,37.451,-81.205
24736,37.444,-81.277
24737,37.352,-81.249
24738,37.302,-81.310
24740,37.373,-81.005
24747,37.379,-81.300
24801,37.449,-81.577
24808,37.330,-81.422
24811,37.399,-81.771
24813,37.357,-81.720
24815,37.242,-81.660
24816,37.461,-81.706
24817,37.352,-81.805
24818,37.603,-81.625
24822,37.647,-81.697
24823,37.672,-81.752
24826,37.293,-81.624
24827,37.753,-81.641
24828,37.499,-81.637
24830,37.323,-81.506
24831,37.394,-81.412
24834,37.548,-81.631
24836,37.334,-81.559
24839,37.561,-81.738
24843,37.487,-81.710
24844,37.462,-81.807
24845,37.518,-81.818
24846,37.530,-81.913
24847,37.577,-81.418
24848,37.304,-81.461
24849,37.666,-81.543
24850,37.321,-81.851
24851,37.601,-81.834
24853,37.435,-81.512
24854,37.736,-81.573
24857,37.673,-81.660
24860,37.660,-81.608
24861,37.351,-81.363
24862,37.469,-81.965
24866,37.248,-81.580
24867,37.596,-81.445
24868,37.438,-81.389
24869,37.563,-81.838
24870,37.765,-81.510
24871,37.359,-81.468
24872,37.449,-81.920
24873,37.366,-81.878
24874,37.543,-81.555
24878,37.439,-81.625
24879,37.314,-81.759
24880,37.651,-81.531
24881,37.431,-81.685
24882,37.626,-81.766
24884,37.230,-81.604
24887,37.373,-81.404
24888,37.393,-81.483
24892,37.327,-81.688
24894,37.275,-81.714
24898,37.594,-81.610
24901,37.855,-80.452
24910,37.751,-80.648
24915,38.465,-79.777
24916,37.829,-80.581
24918,37.522,-80.745
24920,38.580,-79.704
24924,38.201,-80.165
24925,37.715,-80.376
24927,38.375,-79.957
24931,37.919,-80.589
24934,38.334,-79.891
24935,37.567,-80.808
24938,37.893,-80.387
24941,37.588,-80.347
24944,38.390,-79.784
24945,37.542,-80.677
24946,38.184,-80.262
24951,37.484,-80.644
24954,38.225,-80.056
24957,37.885,-80.425
24962,37.662,-80.718
24963,37.436,-80.758
24966,38.079,-80.363
24970,37.728,-80.474
24974,37.642,-80.448
24976,37.657,-80.512
24977,37.897,-80.687
24981,37.630,-80.736
24983,37.575,-80.519
24984,37.494,-80.405
24986,37.921,-80.146
24991,38.022,-80.497
25002,38.136,-81.242
25003,38.253,-81.785
25005,38.583,-81.256
25007,37.825,-81.430
25008,37.947,-81.344
25009,38.202,-81.685
25011,38.509,-81.839
25015,38.246,-81.497
25019,38.372,-81.069
25021,37.922,-81.680
25022,37.860,-81.819
25024,38.159,-81.624
25025,38.315,-81.411
25028,37.947,-81.726
25030,38.453,-81.226
25031,38.149,-81.275
25033,38.612,-81.924
25035,38.165,-81.521
25036,38.215,-81.258
25039,38.235,-81.363
25040,38.127,-81.235
25043,38.426,-81.003
25044,37.912,-81.369
25045,38.447,-81.329
25047,37.921,-81.768
25048,37.946,-81.437
25049,38.115,-81.558
25051,38.157,-81.710
25053,38.037,-81.879
25054,38.111,-81.488
25057,38.120,-81.253
25059,38.220,-81.203
25060,37.945,-81.427
25061,38.175,-81.440
25062,37.880,-81.433
25063,38.570,-80.929
25064,38.377,-81.750
25067,38.202,-81.443
25070,38.546,-81.932
25071,38.462,-81.467
25075,38.060,-81.405
25076,37.869,-81.931
25081,38.075,-81.755
25082,38.604,-82.031
25083,38.070,-81.368
25085,38.173,-81.205
25086,38.204,-81.417
25088,38.399,-81.209
25090,38.155,-81.221
25093,37.983,-81.670
25102,38.191,-81.375
25103,38.181,-81.381
25106,38.791,-82.100
25107,38.230,-81.622
25108,37.974,-81.881
25109,38.527,-81.852
25110,38.218,-81.315
25111,38.353,-81.129
25112,38.380,-81.767
25113,38.553,-81.046
25114,37.987,-81.786
25115,38.122,-81.182
25118,38.112,-81.306
25119,38.041,-81.276
25121,37.916,-81.897
25123,38.730,-81.900
25124,38.622,-81.779
25125,38.312,-81.215
25126,38.203,-81.373
25130,38.033,-81.752
25132,38.294,-81.345
25133,38.477,-81.145
25134,38.163,-81.491
25136,38.150,-81.327
25139,38.138,-81.291
25140,37.840,-81.499
25141,38.627,-81.025
25142,38.154,-81.730
25143,38.418,-81.819
25148,38.046,-81.562
25149,37.949,-81.772
25152,38.058,-81.251
25154,38.121,-81.713
25156,38.183,-81.337
25159,38.524,-81.789
25160,38.282,-81.273
25161,38.053,-81.319
25162,38.208,-81.387
25164,38.509,-81.205
25165,38.146,-81.649
25168,38.560,-81.880
25169,38.176,-81.790
25173,38.091,-81.230
25174,37.866,-81.411
25177,38.367,-81.848
25180,37.790,-81.436
25181,38.049,-81.641
25183,37.914,-81.790
25185,38.235,-81.238
25186,38.182,-81.271
25187,38.725,-82.029
25193,38.035,-81.507
25201,38.336,-81.490
25202,38.316,-81.859
25203,38.016,-81.882
25204,37.925,-81.615
25205,38.019,-81.793
25206,37.998,-81.696
25208,37.837,-81.640
25209,37.953,-81.520
25211,38.469,-80.888
25213,38.513,-81.913
25214,38.188,-81.538
25234,38.811,-81.138
25235,38.670,-81.090
25239,38.839,-81.847
25241,38.788,-81.810
25243,38.687,-81.479
25244,38.768,-81.551
25245,38.697,-81.755
25247,39.006,-82.006
25248,38.644,-81.614
25251,38.621,-81.236
25252,38.951,-81.511
25253,38.921,-81.961
25259,38.674,-81.252
25260,39.004,-82.032
25261,38.822,-81.080
25262,38.908,-81.826
25264,38.860,-81.894
25265,38.987,-81.958
25266,38.606,-81.162
25267,38.834,-80.941
25268,38.725,-81.076
25270,38.865,-81.425
25271,38.789,-81.693
25275,38.922,-81.611
25276,38.782,-81.329
25285,38.540,-81.102
25286,38.615,-81.408
25287,38.955,-82.051
25301,38.351,-81.630
25302,38.393,-81.595
25303,38.360,-81.686
25304,38.306,-81.593
25305,38.338,-81.613
25306,38.313,-81.499
25309,38.309,-81.750
25311,38.367,-81.557
25312,38.448,-81.659
25313,38.419,-81.766
25314,38.308,-81.640
25315,38.222,-81.560
25320,38.540,-81.633
25401,39.457,-77.973
25403,39.475,-78.012
25404,39.483,-77.890
25405,39.409,-77.962
25411,39.549,-78.221
25413,39.311,-78.056
25414,39.242,-77.866
25419,39.576,-77.896
25420,39.382,-78.115
25422,39.545,-78.354
25425,39.306,-77.774
25427,39.534,-78.066
25428,39.381,-78.022
25430,39.327,-77.938
25431,39.484,-78.574
25432,39.306,-77.784
25434,39.440,-78.461
25437,39.428,-78.570
25438,39.323,-77.864
25442,39.370,-77.833
25443,39.444,-77.817
25444,39.413,-78.524
25446,39.242,-77.953
25501,38.154,-81.970
25502,38.656,-82.117
25503,38.613,-82.121
25504,38.376,-82.270
25505,38.012,-82.031
25506,38.205,-82.187
25507,38.395,-82.563
25508,37.964,-82.022
25510,38.382,-82.083
25511,38.051,-82.335
25512,38.185,-82.327
25514,38.100,-82.529
25515,38.757,-82.147
25517,38.108,-82.443
25520,38.561,-82.183
25521,38.220,-81.999
25523,38.279,-82.049
25524,38.022,-82.117
25526,38.394,-81.991
25529,38.153,-81.847
25530,38.358,-82.577
25534,38.084,-82.275
25535,38.309,-82.435
25537,38.533,-82.282
25540,38.183,-82.156
25541,38.481,-82.130
25545,38.459,-82.217
25547,37.916,-81.965
25550,38.863,-82.067
25555,38.214,-82.550
25557,38.106,-82.172
25559,38.325,-82.229
25560,38.445,-81.899
25564,38.272,-81.901
25565,38.102,-81.964
25567,38.216,-81.870
25570,38.219,-82.425
25571,38.313,-82.156
25573,38.232,-81.941
25601,37.863,-82.009
25606,37.765,-81.820
25607,37.785,-81.784
25608,37.574,-81.889
25611,37.689,-81.841
25617,37.721,-81.778
25621,37.627,-81.942
25624,37.901,-81.982
25625,37.819,-82.081
25628,37.768,-81.862
25630,37.788,-81.691
25632,37.730,-81.924
25634,37.736,-81.841
25635,37.707,-81.886
25637,37.862,-82.029
25638,37.759,-81.991
25639,37.881,-81.958
25644,37.705,-82.022
25646,37.847,-81.884
25647,37.787,-81.984
25649,37.875,-82.093
25650,37.670,-81.819
25651,37.602,-81.988
25652,37.791,-82.045
25653,37.829,-81.998
25654,37.796,-81.874
25661,37.736,-82.274
25666,37.927,-82.249
25669,37.932,-82.391
25670,37.721,-82.159
25671,37.884,-82.192
25672,37.581,-82.113
25674,37.869,-82.352
25676,37.838,-82.193
25678,37.590,-82.065
25688,37.621,-82.119
25690,37.690,-82.124
25692,37.636,-82.110
25696,37.679,-82.116
25699,37.962,-82.333
25701,38.366,-82.405
25702,38.435,-82.314
25703,38.425,-82.419
25704,38.308,-82.487
25705,38.405,-82.360
25801,37.823,-81.266
25810,37.597,-81.349
25811,37.562,-81.296
25812,38.182,-81.123
25813,37.762,-81.102
25817,37.758,-81.398
25818,37.860,-81.192
25820,37.515,-81.163
25823,37.662,-81.211
25825,37.644,-81.083
25826,37.575,-81.357
25827,37.739,-81.255
25831,37.959,-80.931
25832,37.715,-81.119
25836,37.775,-81.279
25837,38.048,-81.012
25839,37.778,-81.387
25840,38.043,-81.123
25841,37.561,-81.092
25843,37.610,-81.118
25844,37.800,-81.383
25845,37.695,-81.525
25846,37.906,-81.133
25848,37.718,-81.428
25849,37.730,-81.280
25853,37.640,-81.312
25854,38.137,-80.980
25855,37.936,-81.156
25857,37.644,-81.282
25862,38.086,-81.061
25864,37.876,-81.036
25865,37.712,-81.362
25868,38.087,-80.958
25870,37.630,-81.389
25871,37.770,-81.210
25873,37.750,-81.214
25875,37.679,-81.461
25876,37.631,-81.449
25878,37.715,-81.230
25879,37.984,-81.106
25880,37.879,-81.208
25882,37.632,-81.393
25901,37.951,-81.117
25902,37.570,-81.217
25904,37.928,-81.283
25906,37.837,-81.114
25907,37.856,-81.086
25908,37.675,-81.247
25911,37.758,-81.167
25913,37.714,-81.489
25915,37.590,-81.291
25916,37.676,-81.498
25917,37.991,-81.218
25918,37.753,-80.996
25920,37.689,-81.334
25921,37.672,-81.314
25922,37.466,-81.105
25928,37.558,-81.333
25932,37.752,-81.300
25936,37.923,-81.039
25938,38.153,-81.047
25942,38.018,-80.995
25951,37.662,-80.866
25958,38.023,-80.750
25962,37.986,-80.799
25969,37.618,-81.002
25971,37.477,-80.977
25972,38.036,-80.746
25976,37.849,-80.843
25977,37.798,-80.903
25978,37.621,-80.945
25979,37.511,-80.913
25981,38.097,-80.711
25984,38.029,-80.597
25985,37.783,-80.813
25989,37.681,-81.070
26003,40.070,-80.647
26030,40.220,-80.656
26031,40.009,-80.729
26032,40.192,-80.540
26033,39.830,-80.578
26034,40.598,-80.552
26035,40.345,-80.554
26036,39.978,-80.554
26037,40.336,-80.585
26038,39.965,-80.724
26039,39.799,-80.674
26040,39.989,-80.716
26041,39.887,-80.705
26047,40.520,-80.589
26050,40.608,-80.608
26055,39.754,-80.783
26056,40.531,-80.577
26059,40.057,-80.605
26060,40.110,-80.558
26062,40.427,-80.561
26070,40.260,-80.580
26074,40.160,-80.595
26075,40.193,-80.668
26101,39.240,-81.576
26104,39.276,-81.480
26105,39.330,-81.515
26133,39.123,-81.672
26134,39.369,-81.290
26136,38.959,-81.138
26137,38.996,-81.049
26138,39.023,-81.206
26141,38.934,-81.246
26142,39.206,-81.449
26143,39.056,-81.373
26146,39.457,-81.037
26147,38.905,-81.075
26148,39.058,-81.183
26149,39.483,-80.826
26150,39.157,-81.536
26151,38.879,-81.172
26152,39.010,-81.196
26155,39.630,-80.764
26159,39.599,-80.922
26160,38.981,-81.412
26161,39.181,-81.248
26164,39.011,-81.701
26167,39.539,-80.743
26169,39.072,-81.572
26170,39.358,-81.168
26175,39.537,-80.975
26178,39.058,-81.038
26180,39.195,-81.366
26181,39.209,-81.665
26184,39.295,-81.353
